Deposit/Project Name,Country,Primary Mineral deposit Type,Secondary Mineral deposit Type,Other Mineral deposit Type,Min. ResC Mt,Min. ResV Mt,Min. ResC Cu %,Min. ResV Cu %
Berg (South Africa),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,23.630000000000003,,0.0414,
Black Mountain (Deeps-Swartberg),South Africa,Sediment-hosted Pb-Zn,,,59.3,11.9,0.5887566845,0.38
Blue Ridge,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,23.09,,0.0414,
Boikgantsho,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,48.8,,0.07,
Bokoni-Ga Phasha,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,819.3877551020407,81.0204081632653,0.06242590286425903,0.06375314861460957
Booysendal North / South,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,760.4000000000001,57.71,0.051566806943713836,0.03777161670421071
Chieftains Plain-Walhalla,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,259.81,,0.06011800931449906,
Concordia-Carolusberg Tailings,South Africa,Tailings,Magmatic Sulphide,Intrusion-related,33.7037037,,0.54,
Crocodile River,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,56.200959999999995,24.125,0.01,0.01
Der Brochen,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,586.5,,0.04426598465473146,
Dishaba,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,175.7,46.7,0.032128628343767784,0.04117773019271948
Eland,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,148.61700000000002,,0.01,
Everest,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,29.03,12.2,0.0414,0.0414
Everest North-Vygenhoek,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,5.08,,0.0414,
Everest South-Hoogland,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,6.6,,0.0414,
Garatau (Garatouw/Hoepakrantz/De Kom),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,354.972,,0.07624643633864081,
Grootboom,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,20.479,,0.0107375506616534,
Grootboom Tailings,South Africa,Tailings,Magmatic Sulphide,Layered Intrusive,1.075,,0.011,
Hoedspruit,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,32.56,,0.0466061425061425,
Imbasa,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,68.4,,0.01,
Impala,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,515.0,255.8,0.047545631067961176,0.047623143080531664
Impala (Pt only) Tailings,South Africa,Tailings,Magmatic Sulphide,Layered Intrusive,48.1,,0.01,
Impala-RBR JV,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,21.7,,0.03006144393241168,
Inkosi,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,106.30000000000001,,0.01,
Khomanani,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,2.5,,0.01,
Kliprivier,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,109.6,,0.04139999999999999,
Kroondal (PSA),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,35.400000000000006,34.2,0.01,0.01
Kruidfontein,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,148.79,,0.04052600309160562,
Lesego,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,201.81,48.38,0.07884743075169715,0.1038053777208707
Liger (Leeuwkop-Tigerpoort),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,24.677,,0.08999704756887558,
Limpopo-Baobab/Doornvlei,South Africa,Magmatic Sulphide,Layered Intrusive,Uitkomst Complex,213.1707317073171,,0.09748283752860412,
Limpopo-Dwaalkop,South Africa,Magmatic Sulphide,Layered Intrusive,Uitkomst Complex,151.22,59.52,0.10006480624256049,0.09918010752688171
Limpopo-Zebediela,South Africa,Magmatic Sulphide,Layered Intrusive,Uitkomst Complex,19.390243902438996,,0.0414,
Loskop JV (Rietfontein/De Wagendrift),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,24.634146341463417,,0.08530000000000001,
Magazynskraal 3JQ,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,101.99999999999999,,0.037458823529411774,
Mareesburg,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,15.89,4.55781,0.026,0.026
Marikana (Lonmin),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,905.1219512195122,321.70731707317077,0.04573565076798706,0.038760424564063686
Marikana (PSA),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,39.4,24.2,0.01,0.01
Marikana Tailings,South Africa,Tailings,Magmatic Sulphide,Layered Intrusive,22.5,21.1,0.01,0.01
Marula,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,138.9,30.0,0.054341252699784,0.02
Maseve-1/1a,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,44.693,32.439,0.04832119571297518,0.052031042880483366
Maseve-3,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,11.547,,0.04773101238416905,
Millenium,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,17.47,,0.0414,
Modikwa,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,477.2,45.8,0.03897736797988265,0.03
Mogalakwena,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,3709.3999999999996,1295.8,0.10000000000000002,0.10000000000000002
Mokopane,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,39.74,,0.085,
Mototolo,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,29.19,18.73,0.020000000000000004,0.02
Mphahlele,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,121.42099999999999,,0.09215851211899094,
Nkomati,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,254.14,103.79,0.1389159518,0.12
O'Kiep Tailings,South Africa,Tailings,Magmatic Sulphide,Intrusion-related,33.3,,0.23,
Phalaborwa (Palabora),South Africa,Carbonatite,Possible IOCG affinity,,141.0,35.0,0.6274853801,0.54
Pandora JV,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,183.2941176470588,16.0,0.004,0.004
Phoenix Chrome-PGE Tailings,South Africa,Tailings,Magmatic Sulphide,Layered Intrusive,6.0,4.8,0.01,0.01
Pilanesburg (Tuschenkomst-Ruighoek),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,100.17199999999998,45.211634000000004,0.020900000000000002,0.0209
Platreef (Flatreef-Turfspruit),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,1910.0,,0.13,
Putsberg,South Africa,Sediment-hosted Pb-Zn,Sedex,,1.44,,1.3,
Rooderand (Platmin),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,5.134,,0.027100000000000003,
Rooderand (Platinum Australia),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,63.3,,0.02166129699842022,
Rooipoort,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,18.128,,0.11411187113857017,
Rustenburg-Union Tailings,South Africa,Tailings,Magmatic Sulphide,Layered Intrusive,181.60000000000002,94.4,0.09,0.09
Salt River,South Africa,VMS,,,26.01,,0.64,
Schietfontein,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,13.41,,0.01,
Sedibelo,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,84.995568,,0.0878,
Sedibelo West,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,42.57,,0.01,
Sheba's Ridge,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,605.3333333333334,,0.07,
Siphumelele,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,270.5,76.9,0.03012939001848429,0.019596879063719114
Smokey Hills,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,3.6,3.6,0.0414,0.0414
Spitzkop-Kennedy's Vale,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,605.79,,0.0433055415242906,
Thembelani-Khuseleka,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,241.70000000000002,97.5,0.028700868845676457,0.014266666666666667
Tjate,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,132.480493,,0.07765371624183193,
Tubatse (Eerste Geluk-Nooitverwacht),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,102.58000000000001,,0.07066885357769545,
Tumela,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,466.7,34.3,0.03488322262695522,0.010612244897959186
Twickenham,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,642.9,3.2,0.05747550163322446,0.03
Two Rivers,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,352.6,41.9,0.04787861599546228,0.016109958506224063
Union North/South,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,261.88235294117646,48.0,0.030134770889487877,0.01323529411764706
Volspruit (South Africa),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,50.933,,0.039721039467945925,
War Springs (Oorlogsfontein),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,46.966,,0.1,
Waterberg,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,687.03,,0.07273248620875364,
Witkleifontein,South Africa,Magmatic Sulphide,Archean Komatiite,Archean Komatiite,16.331,,0.0314,
Zilkaatsnek,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,2.78,,0.01,
Zondereinde (Northam),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,421.58,73.12,0.041234024384458466,0.03875095733041575
Zondernaam,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,77.42,,0.0720530224748127,
Geumryong,South Korea,Epithermal,Maybe porphyry?,,10.0,,0.13,
Sinyemi,South Korea,Sediment-hosted Pb-Zn,Skarn??,,34.2,,0.1,
Uljin,South Korea,Sediment-hosted Pb-Zn,Skarn??,,1.4,,0.3,
Yeonhwa II,South Korea,Sediment-hosted Pb-Zn,Skarn??,,5.0,,0.11,
Aguablanca,Spain,Magmatic Sulphide,Gabbro-related,,6.328,,0.4882553729,
Aguas Teñidas-La Magdalena,Spain,VMS,,,41.0,,1.3,
Arinteiro,Spain,VMS,Besshi-type,,17.4,,0.7672413793,
Aznalcollar,Spain,VMS,Kuroko-type,,37.0,,0.35,
Bama,Spain,VMS,,,20.0,,0.55,
Castillo Buitron,Spain,VMS,Kuroko-type,,1.5,,0.487,
Cobre Las Cruces,Spain,VMS,,,43.2,7.3,1.813541667,4.99
Cueva de la Mora,Spain,VMS,Kuroko-type,,4.2,,0.45,
El Carpio,Spain,VMS,Kuroko-type,,3.4,,0.5,
El Valle-Boinás/Carlés,Spain,Skarn,,,12.033,2.189,0.5710703898,0.67
Fornás,Spain,VMS,,,1.0,,1.33,
Grupo Malagon,Spain,VMS,Kuroko-type,,1.0,,1.85,
La Esperanza (Angostura),Spain,VMS,Kuroko-type,,1.9,,1.5,
La Romanera,Spain,VMS,Kuroko-type,,34.0,,0.42,
La Zarza,Spain,VMS,,,61.0,,1.0,
Lagunazo,Spain,VMS,Kuroko-type,,6.0,,0.57,
Lomero-Poyatos,Spain,VMS,Kuroko-type,,30.35,,0.67,
Masa Valverde,Spain,VMS,,,108.0,,0.692962963,
Monte Romero,Spain,VMS,Kuroko-type,,3.0,,1.1,
Poderosa,Spain,VMS,Kuroko-type,,0.65,,3.5,
Rio Tinto,Spain,VMS,,,205.0,123.0,0.4603902439,0.49
San Miguel,Spain,VMS,Kuroko-type,,1.3,,3.0,
San Telmo,Spain,VMS,Kuroko-type,,4.0,,1.2,
Sierrecilla,Spain,VMS,Kuroko-type,,1.0,,1.5,
Sotiel-Migollas,Spain,VMS,Kuroko-type,,13.326,,0.7410048026,
Toral,Spain,Orogenic Au,Mesothermal Vein,,22.5,,0.13,
Vuelta Falsa,Spain,VMS,Kuroko-type,,1.0,,1.27,
Abu Samar,Sudan,Sediment-hosted Pb-Zn,Sedex,,3.64,,0.6,
Hadayamet,Sudan,VMS,,,8.4,,0.93,
Hassaï South (VMS only),Sudan,VMS,,,42.1,,1.250308789,
Hadal Awatib East,Sudan,VMS,,,67.8,,1.037787611,
Hofrat-en-Nasah,South Sudan,IOCG,,,20.0,,5.9,
Adak,Sweden,VMS,,,7.5,,0.9,
Aitik ,Sweden,Porphyry,,,3073.0,1227.0,0.1853010088,0.23
Bjurliden,Sweden,VMS,,,0.6,,0.11,
Bjurtrask (Norra-Södra),Sweden,VMS,,,0.4049,,0.5514126945,
Boliden Group,Sweden,VMS,,,29.56,10.39,0.6716508796,0.5644850818
Brännorna ,Sweden,Magmatic Sulphide,Proterozoic Komatiite-related?,,0.33,,0.04,
Bunsås,Sweden,VMS,,,0.53,,0.5,
Falun,Sweden,VMS,,,0.58,,0.6,
Gårkälen (Grakalen),Sweden,Magmatic Sulphide,Proterozoic Komatiite-related?,,0.035,,0.18,
Garpenberg,Sweden,VMS,,,122.5,39.8,0.05165714286,0.04628140704
Gelvenakko,Sweden,VMS,,,0.05,,1.84,
Gladhammar,Sweden,IOCG?,,,0.156,,0.27,
Huornaisenvuoma,Sweden,Magmatic Sulphide,Proterozoic Komatiite-related?,,0.125,,0.2,
Kittelgruvan,Sweden,VMS,,,0.12,,0.32,
Lainejaur,Sweden,Magmatic Sulphide,Proterozoic Komatiite-related?,,0.645,,0.66,
Lappvattnet,Sweden,Magmatic Sulphide,Proterozoic Komatiite-related?,,2.0,,0.21,
Laver,Sweden,Porphyry,,,1064.1,,0.2148049995,
Levimalmen (Levi),Sweden,VMS,,,5.139914,,1.247,
Lulepotten,Sweden,IOCG,Kiruna-type?,,5.4,,0.8,
Mörkliden (1-2-4),Sweden,VMS,,,0.39,,0.345974359,
Nautanen,Sweden,Porphyry,,,16.0,,1.42,
Norra-Barsele,Sweden,VMS/Epithermal,,,0.54,,0.3066666667,
Norra-Norrliden,Sweden,VMS,,,2.343,,0.73,
Nyborg,Sweden,VMS,,,0.296,,0.53,
Pahtohavare,Sweden,Skarn?,,,2.3,,1.7,
Rakkurijarvi-Discovery Zone,Sweden,IOCG,,,10.9,,0.31,
Remdalen (Ljusnedals Gruva ),Sweden,VMS,,,0.7,,1.66,
Rockliden,Sweden,VMS,,,10.0,,1.824,
Ror,Sweden,Magmatic Sulphide,Proterozoic Komatiite-related?,,6.37,,0.04,
Stekenjokk,Sweden,VMS,,,4.959992,,1.35,
Storsjö Kapell,Sweden,Magmatic Sulphide,Intrusion-related,,0.2,,0.7,
Sylarna,Sweden,VMS,,,6.0,,0.72,
Tallberg,Sweden,Porphyry,,,44.0,,0.27,
Tjokkola,Sweden,VMS,,,0.169,,0.89,
Viken (Myrviken),Sweden,Sediment-hosted Pb-Zn (Shale-hosted),,,3062.0,,0.01197191378,
Vindelgransele,Sweden,VMS,,,0.01,,0.23,
Viscaria,Sweden,VMS/Skarn,IOCG?,,63.86,,1.05,
Zinkgruvan (Cu-Zn only),Sweden,VMS/Sediment-hosted Pb-Zn,VMS/Sedex,"Clastic-hosted, Broken Hill-type",5.479,3.475,2.781784997,2.5
Chimei,Taiwan,Porphyry,,,7.3,,0.3,
Bulyanhulu,Tanzania,Orogenic Au,,,62.84820031,20.79029734,0.5310105382,0.5310105382
Buzwagi,Tanzania,Orogenic Au,,,62.48982786,14.68231612,0.1211787584,0.09968652739
Kabanga,Tanzania,Magmatic Sulphide,Intrusion-related,,58.2,,0.3336082474,
Mibango (Kapalagulu),Tanzania,Ni Laterite,,,113.1,,0.1,
Nachingwea-Ntaka Hill,Tanzania,Magmatic Sulphide,Intrusion-related,,57.823,,0.10982763991278165,
Phu Lon,Thailand,Skarn,,,76.4,,1.59,
PUT 1/2,Thailand,Skarn,,,200.0,,0.5052,
Akkoy,Turkey,VMS,,,1.88,,0.47,
Akarsen,Turkey,VMS,Kuroko-type,,4.0,,2.87,
Asarcik,Turkey,Epithermal,Intermediate sulphidation,,2.0,,0.4,
Ayazmant,Turkey,Porphyry-Skarn,,,5.8,,0.6,
Bakýrçay,Turkey,Porphyry,,,200.0,,0.18,
Balcili-Yüksekoba,Turkey,Porphyry,,,145.0,,0.22,
Balikesir-Havran-Tepeoba,Turkey,Porphyry?,,,26.0,,0.32,
Başköy,Turkey,VMS,,,0.09,,3.18,
Borcka,Turkey,Porphyry?,,,20.5,,1.37,
Çayeli,Turkey,VMS,,,11.925,5.836,2.946391614,2.75
Cerattepe (Kafkasor),Turkey,VMS,Kuroko-type,,3.9,,5.2,
Cevizlidere,Turkey,Porphyry,,,445.73,,0.38,
Çöpler (Cukurdere),Turkey,Epithermal,Intermediate sulphidation,,157.281,58.884,0.1226438667,0.11
Demirboku,Turkey,Skarn,,,3.7,,0.25,
Dereköy-Karadere,Turkey,Porphyry,,,270.5,,0.28,
Ergani (Anayatak-Mihrapdag-Weiss),Turkey,VMS,,,14.939,,1.411547627,
Gumushane,Turkey,Porphyry,,,80.0,,0.5,
Güselyayla (Güzelyayla-Maçka-Trabzon),Turkey,Porphyry,,,186.2,,0.3,
Hacan,Turkey,VMS,,,0.04,,1.6,
Halilağa,Turkey,Porphyry,Associated with high sulphidation epithermal?,,533.183,,0.1922004265,
Hanönü,Turkey,VMS,,,12.0,,1.56,
Harkoy (Harkkoy),Turkey,VMS,,,1.9,,0.845,
Hot Maden,Turkey,VMS,,,8.364,,2.025251076,
Ikiztepe Hill,Turkey,Skarn,,,15.7,,0.6110828025,
Ikiztepeler,Turkey,Porphyry,,,236.7,,0.29,
Irsahan,Turkey,VMS,Kuroko-type,,0.658,,0.63,
Israil,Turkey,VMS,,,3.62,,1.0,
Kalkanli,Turkey,VMS,Kuroko-type,,0.19,,2.27,
Kankoy,Turkey,VMS,Kuroko-type,,3.3,,1.11,
Karakartal,Turkey,Porphyry,,,81.943,,0.2391376933,
Kastamonu Küre (Asikoy),Turkey,VMS,,,11.23,,1.56,
Kayabasi (Kankoy),Turkey,VMS,,,3.3,,1.11,
Kisecik,Turkey,Orogenic Au,,,0.573,,0.8,
Kizilkaya,Turkey,VMS,,,5.1,,0.8,
Kostere,Turkey,VMS,,,0.73,,3.23,
Kotarakdere,Turkey,VMS,Kuroko-type,,0.963,,1.31,
Küçükdağ-TV Tower,Turkey,Epithermal,High sulphidation,,33.83,,0.1281643512,
Kure (Asikoy-Bakibaba),Turkey,VMS,,,11.23,,1.56,
Kutlular (Sürmene),Turkey,VMS,,,0.5,,2.4,
Kuvarshan,Turkey,VMS,Kuroko-type,,1.2,,1.5,
Lahanos,Turkey,VMS,,,11.582,,1.33,
Mastra,Turkey,Epithermal,Low sulphidation,,1.778,,0.2,
Meydancik,Turkey,Porphyry,,,0.344,,1.16,
Muratdere,Turkey,Porphyry,Cu-Mo,,51.0,,0.3647058824,
Murgul (Damar-Anayatak-Çakmakkaya),Turkey,VMS,,,53.0,,1.113433962,
Ortaklar,Turkey,VMS,,,2.5,,3.0,
Salinbaş-Ardala,Turkey,Epithermal,,,4.867,,0.4314772961,
Sarýçayýryayla,Turkey,Porphyry,,,120.299,,0.168,
Seyitler,Turkey,VMS,Kuroko-type,,1.4,,1.68,
Siirt-Madenköy,Turkey,VMS,,,20.0,,2.33,
Sinkot,Turkey,VMS,Kuroko-type,,5.1,,0.39,
Sukrupasa Group,Turkey,Porphyry,,,8.0,,0.41,
Tepeoba,Turkey,Porphyry,,,24.1,,0.3279834025,
Topukdere,Turkey,Porphyry,,,120.0,,0.17,
Tunca,Turkey,VMS,,,1.0,,1.38,
Ulutaţ (Ulutaş),Turkey,Porphyry,,,140.0,,0.27,
Yenice,Turkey,Skarn,,,0.923475,,1.36,
Yenipazar,Turkey,VMS,,,30.038,,0.3084030228,
Ýkiztepe (Kýrklareli),Turkey,Porphyry,,,13.0,,0.39,
Yusufeli-Taç (Red Mountain-Kizildag),Turkey,Porphyry,,,31.48,,0.1210864041,
Kasese-Kilembe,Uganda,VMS,,,19.5,,1.87,
Coed y Brenin,UK,Porphyry,,,200.0,,0.3,
Gairloch,UK,VMS,Besshi-type,,0.5,,1.0,
South Crofty-Upper Mine Zone,UK,Skarn,,,0.721,,0.6805963939,
Parys Mountain,UK,VMS,,,25.826398,,0.8525727653,
Ajo,USA,Porphyry,Cu,,437.0,,0.4,
Alder Pond,USA,VMS,,,0.51,,2.2,
Allard,USA,Porphyry,,,200.0,,0.4,
Ambler,USA,VMS,,,28.9,,3.884602076,
Andersonville (Zone 18-24),USA,VMS,,,1.22,,0.7557377049,
Ann Mason,USA,Porphyry,Cu,,2821.0,,0.2651293867,
Antler (Vendetta),USA,Epithermal,Low sulphidation,,4.536,,1.95,
B&C Springs,USA,Porphyry,Mo-Cu,,96.073708,,0.068,
Babbit-Minnamax,USA,Magmatic Sulphide,Flood Basalt-related,Duluth Complex - Keweenawan LIP,330.2208,,0.84,
Back Forty,USA,VMS,,,21.3,,0.2299061033,
Bagdad,USA,Porphyry,Cu,,2501.0,1253.0,0.2926109556,0.3271987231
Bald Mountain (Kirwin),USA,Porphyry,,,177.8112,,0.505,
Barrett,USA,VMS,,,0.4,,1.75,
Baultoff,USA,Porphyry,,,140.0,,0.2,
Bear-Lagomarsino,USA,Porphyry,,,453.6,,0.4,
Beavertown,USA,Porphyry,,,49.896,,0.5,
Benbow,USA,Magmatic Sulphide,Stratabound Stratiform Reef-type,,9.25344,,0.25,
Bend,USA,VMS,,,3.82,,1.787225131,
Big Hill,USA,VMS,,,0.75,,0.13,
Bingham Canyon,USA,Porphyry,Cu-Mo-Au,,781.0,690.0,0.5170678617,0.4508985507
Birch Lake,USA,Magmatic Sulphide,Flood Basalt-related,Duluth Complex - Keweenawan LIP,385.46928,,0.4310684867,
Black Butte-Johnyy Lee,USA,VMS,,,30.527,,2.392838798,
Blue Hill,USA,Porphyry,Cu,,129.95,,0.1941469796,
Blue Moon,USA,VMS,,,5.957028,,0.5129641694,
Bobcat Gulch,USA,Porphyry,,,54.4,,0.5,
Bohemia Basin (Basin-Takanis-Flapjack),USA,Magmatic Sulphide,Flood Basalt-related,Wrangellia LIP-related,23.4376065,,0.1700651971,
Bond Creek,USA,Porphyry,,,453.6,,0.3,
Boss-Bixby,USA,IOCG,,,40.0,,0.83,
BT,USA,VMS,,,3.0,,1.7,
Buckingham-Copper Basin (Nevada),USA,Porphyry,,,1297.0,,0.058,
Butte Group,USA,Porphyry,,,5112.971942,685.8432,0.4818204426,0.24
C.O.D.-Kingman Tailings,USA,Tailings,Porphyry,,0.046775,,0.06793158739,
Caribou Dome (Denali),USA,Sediment-hosted Stratiform/Stratabound Cu,,,0.49932288,,5.84,
Carl Creek,USA,Porphyry,,,16.0,,0.15,
Carlota,USA,Porphyry,,,5.046,,0.4483888228,
Cashin,USA,Sediment-hosted Stratiform/Stratabound Cu,,,7.118,5.705,0.5213128688,0.547
Catheart Mountain,USA,Porphyry,,,18.0,,0.556,
Cave Peak,USA,Porphyry,,,26.0,,0.04,
Chilito,USA,Porphyry,also skarn associated,,198.6768,,0.3,
Chino (Santa Rita),USA,Porphyry,Cu,,2149.0,237.0,0.2987063751,0.4514767932
Christmas,USA,Porphyry,Cu,,201.0,,0.39,
Coal Creek,USA,Skarn,Granite related tin greisen,,4.77,,0.3,
Cobre ,USA,Porphyry?,Cu,,113.0,79.0,0.3991150442,0.3556962025
Cochise/Bisbee,USA,Porphyry,Cu,,250.0,,0.46,
Contact,USA,Porphyry,,,205.113384,,0.1972504036,
Continental (Hanover Mountain),USA,Porphyry,,,1406.0,,0.34,
Copper Basin (Arizona),USA,Porphyry,,,226.8,,0.4,
Copper Bullion (Rua Cove),USA,VMS,,,1.197504,,1.2,
Copper Creek,USA,Porphyry,,,301.9896432,,0.6413348614,
Copper Flat,USA,Porphyry,,,301.9814784,,0.2250747735,
Copper King,USA,Porphyry?,,,109.76,,0.1680687864,
Copperwood,USA,Sediment-hosted Stratiform/Stratabound Cu,Cu,,134.6,,1.110572065,
Crescent Creek,USA,Magmatic Sulphide,Stratabound Stratiform Reef-type,,0.36288,,0.16,
Creta,USA,Sediment-hosted Stratiform/Stratabound Cu,,,5.4,,1.9,
Crypto,USA,Skarn,,,71.113,,0.2090285883,
Cumo,USA,Porphyry,Cu-Mo-Ag,,5592.34368,,0.06449016936,
Delta (DD North),USA,VMS,,,15.4,,0.6,
Dragoon,USA,Epithermal,Low sulphidation,,22.68,,0.5,
Dry Creek North,USA,VMS,,,2.9,,0.2,
Dunka Pit,USA,Magmatic Sulphide,Flood Basalt-related,Duluth Complex - Keweenawan LIP,246.7584,,0.25,
Dunka Road (underground),USA,Magmatic Sulphide,Flood Basalt-related,Duluth Complex - Keweenawan LIP,90.72,,0.77,
DW-LP,USA,VMS,,,20.87,,0.43,
Dynamite,USA,Porphyry,,,90.72,,0.53,
Eagle (USA),USA,Magmatic Sulphide,Flood Basalt-related,,4.312,4.489,2.872796846,2.439184674
Eisenbrey (Thornapple),USA,VMS,,,2.08656,,1.010869565,
Emerald Isle,USA,Porphyry,Cu-Au-Ag,Exotic Cu deposit,2.113776,,0.6,
Emigrant Gulch,USA,Porphyry,,,149.5410336,,0.26,
Emigrant-DUV,USA,Porphyry,,,19.06583858,,0.290118976,
Empire,USA,Skarn,,,25.292736,,0.4207747489,
Florence (Poston Butte),USA,Porphyry,Cu,,447.2496,308.4053616,0.3184077079,0.358
Four Metals,USA,Porphyry,Cu,,21.41,,0.58,
Funter Bay,USA,Magmatic Sulphide,Flood Basalt-related?,Associated with Wrangellia/Nikolai LIP?,0.508032,,0.35,
Gabbs Group,USA,Porphyry,some epithermal,,167.942,,0.2213,
Galena (AgCu),USA,Orogenic Au,Mesothermal Vein,,2.198,0.637,0.6025523203,0.46
Gibson (Summit),USA,Porphyry,,,39.0,,0.4,
Glacier Peak,USA,Porphyry,,,1900.0,,0.334,
Gold Mountain,USA,Porphyry,,,40.0,,0.5,
Golden Dream-Elkhorn,USA,Epithermal?,,,1.0623312,1.0623312,0.406,0.406
Gunnison-North Star,USA,Porphyry,Cu-Mo,,1025.95248,703.4826489,0.279859404,0.29
Haines Creek-Palmer,USA,VMS,,,9.133,,1.3,
Heddleston,USA,Porphyry,,,302.0,,0.36,
Hermosa-Central,USA,Epithermal,Low sulphidation,,205.780176,,0.03800952255,
Hermosa-Taylor,USA,Epithermal,Low sulphidation,,124.5059424,,0.1,
Higdon,USA,Sediment-hosted Pb-Zn,MVT,,3.55,,0.34,
Horsfield,USA,Porphyry,,,60.0,,0.15,
Idaho Cobalt (Ram),USA,Sediment-hosted Stratiform/Stratabound Cu,Cu-Au-Co,,8.2119744,,0.5713002651,
